"age" "height" "weight" "pulse" "drink" "edu" "fitbit" "bike" "eval" "coach" "lost"
50 68 197 62 y y n n n y y
50 81 257 68 y y n n n y n
41 67 174 51 y y n n n n n
47 68 150 63 y n n y n n n
35 74 200 72 n y y n y n n
60 73 239 73 y n n n n n y
37 68 162 53 y n n y n n y
47 71 145 64 n y n n n y n
48 68 192 69 n n n n y n n
35 68 191 62 y y n n y n n
50 67 211 70 y y n n n n n
46 58 145 50 y n n n y n n
48 68 171 49 y y y n n n n
44 76 164 72 n y n y n y n
38 69 223 49 n y n n y y y
35 69 219 60 n y n n n n n
37 69 208 49 y y n y y n n
42 68 162 71 n n y n n n y
47 68 208 69 n n n n n n n
56 68 213 72 n y n n y n y
54 63 184 63 n y n n y n y
47 65 152 51 y n n y n y n
45 64 183 44 n y y n n y y
43 60 151 65 y y n n n n n
35 68 213 63 y n n n n y n
52 65 144 52 y y y n y n n
39 73 203 46 n n n n y n n
53 71 141 55 y n y y n y n
48 71 220 50 y n n y n y n
45 73 248 53 y n n y y n n
43 67 209 66 n y n y n n y
45 62 168 72 y y n y y y y
36 65 162 43 n n n n n y n
41 69 184 73 n y n n n n n
45 67 167 51 n y n y n n y
53 73 246 58 n y y n n y n
45 65 147 43 y n n y n n y
43 68 131 60 n y y y y n n
48 68 174 50 n y n y n n y
38 68 194 62 n y n y y y n
40 64 183 69 n y n n y n y
48 68 172 50 y n n y n n y
51 70 193 55 n y y n n n n
57 69 224 54 y y y n n n n
53 72 201 56 y y n y n y y
53 75 177 60 y n n n y y n
49 68 175 71 y y y n n n y
48 70 208 57 y y n n n y y
44 68 176 78 n y n n n n n
32 67 194 60 y y n y y y y
50 71 191 47 y y n n n n n
40 66 160 58 y n n n n y n
43 67 185 47 y n n n n n n
41 68 200 52 y n n n n n n
41 65 198 46 n y n y n n y
47 74 219 51 y n y n n n y
49 68 193 73 n n n n n n n
38 68 161 48 n y n y n y y
47 69 180 55 y y n y y n y
56 66 204 50 n y y n n y y
47 70 150 60 n y y y y y n
46 65 164 68 n n y n n n y
36 69 172 63 y y y n n n y
28 62 173 61 n y n n n n n
58 70 193 71 y n n n n y n
40 68 132 65 n y n n n n n
50 72 198 65 n y y y n y y
42 62 172 64 y n y n n n n
38 70 186 68 n n n n n n n
51 75 216 68 n y y n y n y
61 60 98 61 n n n y y n n
49 71 226 44 n n n n n n n
46 68 140 63 n y y n n n n
51 71 233 77 n y n n y n y
44 65 191 64 n y y n n y n
52 65 144 72 n n n y n y n
47 73 230 74 n y n n y n y
36 65 159 46 y y n y n n y
48 69 215 55 y y y n y y n
48 66 157 68 y n n n n n n
43 68 198 58 y y n n n n n
45 68 184 47 n y n n n n n
45 69 201 73 n y n n n n n
41 68 185 62 y y y n n n y
49 72 241 37 y n n y n y y
48 71 183 47 y y n y n n y
45 70 223 72 n n n n n n n
53 78 175 62 y y n y y n n
54 68 163 49 n y n y n n y
52 67 159 43 n y n n n n n
43 69 201 61 n n n y n n n
45 66 159 73 y n n n n n n
48 60 151 47 n y y y n n n
28 65 150 50 n y n n n n n
47 64 156 77 y y n y y n y
44 62 160 67 y y n n y n y
54 68 133 62 y y y y y n n
55 67 164 64 y n n y y y n
54 77 214 54 y y n y y y y
45 64 180 60 n y y n n n n
45 68 197 59 y y n y y n y
34 74 229 53 n n n n n n y
56 68 198 52 n y n n n y y
26 68 185 70 y y n n n n n
53 66 186 67 y y n n y y n
44 63 153 56 y y y y n y n
41 62 152 67 n y n y n n n
55 73 250 72 y y y n y n y
38 69 210 72 n y n n n n n
49 65 192 36 n y n n n y y
40 69 222 66 n y y n y n y
46 64 158 66 n n y y n n y
54 65 192 76 n y n y n n y
41 69 173 56 y y n y y n n
47 65 156 55 n n n n n n n
44 72 151 55 y y n n n y n
46 73 189 47 y y n y y n y
44 68 218 43 y n n n n n n
53 69 172 50 y y n y n n n
53 67 208 63 n y n n y n y
30 68 176 71 y y y n n y y
51 68 206 57 n y y n n n n
32 68 196 70 y y y y n n n
38 68 208 51 y y n n y y y
49 63 166 68 n y n n y y y
42 72 192 49 n y n n n n n
36 72 227 63 n n n y y y n
21 64 182 74 n y n n n n n
43 73 214 71 n y y y n n y
64 65 192 79 n n y n n n n
25 67 206 71 y y n n n n n
44 68 151 54 n n n n n n n
61 68 212 53 n y n y n n n
36 68 213 69 n y n y n n n
55 64 158 45 n y n y n n y
34 66 192 65 y n n n n n n
31 64 188 67 y n n n y n n
45 73 238 59 y y n n n n n
42 66 200 65 n y n n y n y
34 65 196 40 n n y y n n n
46 65 150 70 y y y n n n y
63 73 232 63 n y y n n n n
47 69 185 50 n n y n n n n
47 71 181 64 y y n n y n y
41 70 220 64 y n n n y n y
50 70 171 63 y y n n n n n
49 68 195 46 n y y n n n n
47 66 186 62 y y n n y n y
41 72 216 63 y n n y n n n
33 65 164 63 y n n n n n n
42 62 158 73 n n y y y n y
50 75 180 62 y y y n y n n
59 63 151 45 y n n y n n y
45 69 167 65 y y y n n n y
40 68 177 45 n n y y n n y
48 71 155 65 y n y n y n n
34 72 147 55 n n n y n n n
47 64 184 63 y n n n n n n
56 70 223 54 n y n n n y y
48 70 183 71 y y n y n n y
43 67 203 66 n y n y y n y
33 68 192 64 y y n n n n n
45 68 172 51 n n n y n n y
53 68 205 51 y y n n n n n
46 68 161 53 y y n n n n n
35 66 149 72 y n y n n y y
38 70 172 75 n y n n n n n
52 64 170 72 y n n y n n n
47 69 148 63 y y y n n n n
33 68 178 69 y n y n y y y
38 67 194 61 n y n n n y n
38 64 156 43 y y y y y n y
62 71 160 55 n y n y y n n
42 67 125 54 y y n y n n y
47 74 215 53 n y n y n n n
53 69 179 63 n y n y n n n
39 67 210 70 n y n n n n n
45 71 229 52 n n n n n n n
43 65 151 51 y y y n n n n
50 70 212 67 y y n y n n y
52 70 209 49 y y y n n n y
42 63 147 65 n n y n y y n
39 63 151 51 n y n y n n y
47 71 200 71 y y y n n n n
37 61 165 45 n y n n y y y
45 67 125 69 y n y n y y n
55 70 182 52 n y n y n n y
39 67 174 50 y n n y y n y
35 65 193 73 y y n n n n n
48 68 174 50 n y y y n n y
45 70 169 71 y n n n n n n
43 66 151 58 y y y n n y n
35 60 148 54 n n n n y y y
52 59 154 73 n y y y n y n
53 64 153 71 n n n y n n n
37 71 225 53 n y y n y y y
45 68 172 63 n n n n y n y
48 73 230 60 n n n n n n n
41 77 273 50 n y y n n y y
46 63 164 44 y n y n n y y
55 68 139 58 y y n n n n n
39 67 202 81 y y n n y n y
51 71 201 69 n y y n n y y
35 68 167 60 n n n y n n y
48 68 182 66 n y y n n y n
38 70 213 82 n y n n y n n
47 74 206 70 n y y n n n y
44 68 212 50 n n n y n y y
34 70 224 70 y y n n y n y
43 69 169 70 y y n n n n n
48 59 131 61 n y n n y n y
59 70 176 71 y y n n n n n
49 65 167 51 n n y n n n n
41 70 173 51 n y y y n n y
45 69 176 44 n y n y n n n
42 68 195 71 n n y n n n y
43 71 184 45 y y n n n n n
41 68 179 58 n y n n n n n
51 66 154 48 n y n n n n n
58 70 188 53 n y n y y n y
56 65 181 58 n y n n y n n
36 68 217 73 y y y n n n y
50 75 200 47 y n y n n n n
47 74 259 65 n n y n n n n
62 67 206 45 y y y n n n n
45 69 182 50 n y n n n n n
56 77 275 70 y y n n y n y
45 68 162 47 n y y y n n y
32 66 164 68 y y y y y n y
33 69 146 53 n y n y n n n
43 67 165 48 y y n n n y n
33 68 170 71 n n y n n n y
37 68 185 76 n y y n n n y
42 70 214 50 y y n n n y y
54 71 187 77 n n y n n n y
44 62 179 56 y y n n n y y
30 68 171 74 n y n n n n n
54 70 223 45 n y n y n n y
46 65 151 47 n y y n y n n
52 67 166 52 n y n n n y y
45 72 233 72 n y n n n y y
43 69 137 55 y n n n n n n
43 63 169 36 n y y n n n n
44 69 201 50 n y n n n y y
36 71 212 49 n y n n n n n
40 60 123 75 y n y n n n y
34 70 194 70 y y n n y y y
47 72 180 51 y y n n n n y
34 66 120 63 y y n y n n n
44 68 175 71 n y n n n n n
40 76 260 64 n y y n y y y
56 75 228 48 n y n y n y y
44 68 136 57 n y y y y n n
45 69 145 46 n y y y n n n
34 68 182 74 n y n n n n y
45 64 183 71 n y n n y n y
41 63 165 52 y n n n n y y
49 69 170 74 y y n n n y n
34 66 149 70 n y n y y n n
43 64 155 63 n y n y n n n
57 68 168 52 n y n y n n y
46 75 251 67 n y n y n n n
44 68 179 70 n n n n n y n
34 64 184 48 y y y n y y y
54 68 167 70 n y n n n n n
62 75 205 48 y n n n n n n
50 68 201 63 y n y n n y n
49 68 166 60 n y y n y n n
43 69 173 55 n y n y n n y
33 68 211 66 n n y n y y y
56 65 166 53 y y n n n n n
47 68 185 70 y n n n y n y
37 73 251 70 n y n n y n y
26 65 116 65 y y n n n n n
32 68 147 54 n y n n n n n
44 66 138 68 n n n y y n n
46 62 179 72 n y y n n n n
51 73 206 70 y n y n n y y
35 68 207 56 n n n n n n n
51 64 173 56 n y n y n n n
41 72 240 63 y n n n n y n
38 64 174 50 n n y n y n n
52 68 167 67 y n y n n n y
43 62 137 51 n n n n n y y
43 64 113 61 y y n y y n n
52 71 223 58 n y n y n n n
46 68 177 50 y n n n n n n
50 69 155 70 y n n y n y n
39 75 206 45 n n n n n n n
43 71 210 51 y n n n n y y
44 66 200 72 n y n n n n n
47 69 197 57 y n n n n y n
45 64 153 54 n n n n n n n
34 64 113 58 y y n y y y n
44 68 179 50 y n n y y n y
45 75 226 64 n n y n n n n
51 60 97 60 y y n n n n n
52 69 212 47 y y n y n y y
56 68 202 72 y y n y n y n
29 74 239 51 y n n y n n y
61 68 172 58 n y y n y n n
55 71 236 52 y n n n n y y
45 65 146 57 n n n y y n n
48 74 246 53 n y n n y n y
57 68 200 58 y y n n n y y
41 71 196 45 y n n y n n y
50 68 163 72 y y n n n n n
51 70 136 54 y y y n n n n
48 63 115 54 n y y n y y y
47 68 185 50 y y n y n y y
45 68 194 65 n y n n n n y
53 67 197 48 n n y y n n n
33 68 198 69 y y n n n n n
50 68 137 82 y n y y n y y
45 61 126 53 y y y y n n n
35 63 182 68 n y n n n y n
51 63 175 76 y n y n n n y
40 66 163 75 n y n n y y n
38 62 107 60 n y n n n n n
55 70 151 54 y n n y y y n
44 69 214 50 y y n n n n n
54 68 201 67 y y y n y n y
45 71 236 49 y y n y n n y
45 61 140 68 y y n n n y n
33 68 192 46 n y n n n n y
43 67 157 44 y y n y n n y
41 64 141 70 y n n n y n n
49 68 211 77 n y n n n n n
43 67 141 67 n n n n n n n
36 68 207 47 y y n n n n n
39 71 223 74 n n n n n n n
38 69 139 48 y y n n n y y
48 69 146 57 y n y n y n n
51 66 194 68 n n n n y n y
49 70 170 62 y n y y y n y
34 75 199 70 y y y n n y y
42 61 125 65 y n n y n n n
49 71 236 51 n y n n n n n
47 74 247 70 n y n y y n n
48 68 193 77 y n y n y n y
47 65 187 78 n y n n y n y
49 66 186 73 y n y n y y y
40 75 165 70 y y y n n n y
66 64 178 69 n n n n y n y
40 67 147 42 n y n y n y y
53 67 197 50 y y n n n y y
42 70 216 45 n y n n y n n
30 69 202 52 y n y n n n n
49 68 184 74 y y y n y n y
40 62 170 75 n n n y n n n
47 67 196 44 y y n y n y n
52 63 164 37 n n n n n n y
44 68 139 60 n n y n y n n
48 65 164 69 y y n n y n n
50 69 180 45 y y y n n n n
38 64 184 60 y n n y n n n
43 67 164 60 y n n n n y n
55 69 189 64 n y y y n y n
38 65 175 52 y y n y n y y
48 65 145 56 n n n n n n y
44 72 196 62 n n n n y y n
45 67 137 60 n y y n y y n
49 68 195 66 y y n n n n n
47 75 162 64 n y y n n n n
50 76 187 60 y n n n y n n
47 74 250 78 n y n n y n y
49 59 159 52 y y y n n n y
56 66 192 48 y y n n n n n
40 64 170 52 n n n n n y y
52 71 188 52 n n y y n n y
44 67 163 51 n y n n n n n
55 69 215 51 n y n n y n n
46 70 180 74 n y y n n y y
46 73 202 69 n y y y n n y
58 66 153 48 n n y y y y y
46 72 196 42 y y y y n y y
53 68 192 60 y y n n n n n
43 65 164 47 n y n n y n n
43 68 205 46 n y n y n n y
56 68 193 67 n y n n n n n
46 68 180 70 y y y n n n y
43 65 156 59 y y n y n n y
46 70 208 45 y n n y n n n
44 74 195 70 y y n n n n n
45 66 163 70 n y y n n n y
47 69 217 69 y y y n y y y
40 65 153 71 n n n n y n n
47 74 192 70 y y y n y n n
37 68 207 55 y y y n n y y
45 68 198 48 y n n y n n y
40 68 197 79 n y n n y n y
42 74 240 75 n y n n n n n
42 65 154 50 y y n n n n n
46 65 150 51 n y y n n y n
30 73 154 56 n y n n y n n
52 73 253 55 y n y n n y y
45 67 205 67 n y y n y n y
39 69 131 61 y n y y y n n
56 67 185 77 y n y n n n y
43 67 175 77 n n y n n n y
44 68 209 50 y y n n n y n
53 68 161 70 n y n y n y n
45 73 191 72 y y n n n y n
39 68 196 52 y y n y n y n
48 70 189 50 y y n n n y n
36 67 199 59 n y y n y n y
42 70 150 57 n y n n n n n
43 66 198 76 n y n n y n y
47 71 222 65 n y y n y n n
45 68 178 77 n n y n n n y
36 72 156 66 n n y y y n n
43 68 206 51 n n n y n y n
47 69 152 60 y y y y n n n
44 64 178 70 n n y n y y y
45 69 223 69 n n n n n n y
40 68 197 67 n y n n y y n
44 69 211 71 y y n y y n y
34 73 247 56 n n n n n n n
46 66 163 50 n y n n n y n
39 68 203 74 y y y y y n y
52 71 181 76 y n y n n n y
50 70 225 48 n n y n n y y
43 74 240 52 n y n n y n n
54 61 143 64 n y n y n y n
41 68 215 70 y y y n y n y
36 67 175 69 y n n n n n n
46 76 213 69 y y n n n y n
47 66 160 62 y y y y n n n
45 66 136 58 n y n n y n n
56 66 166 52 y y n n y n n
40 71 220 55 n y n n n y y
47 64 158 49 y y n y n n y
54 68 204 50 y y n n n n n
57 70 174 75 y y y n n n y
47 70 171 48 y n n n n n n
53 69 218 50 y y y n y y y
61 70 222 47 n y n n n y y
41 68 147 61 y n y n n n n
39 71 201 72 y y y n n n y
45 69 206 43 y n n n y n y
43 64 150 65 n y n n n n y
39 62 141 51 y n n n n n n
36 69 213 48 y n y n n n n
49 65 125 54 n y y y n n n
45 66 189 71 n y n n y y y
61 70 227 70 y y y n y n y
51 61 163 57 n y n n n n n
53 68 216 63 y y y n n n n
43 66 173 72 n n n y n n n
48 64 147 42 y y y n n y n
44 67 156 73 y n y n n n y
45 67 197 65 y y y n y n y
55 60 138 71 y y n n n y n
45 72 146 47 n y n n n n n
46 66 180 73 y y n n n y n
34 70 230 66 y y n n y n y
45 69 205 67 n n n n y y n
48 69 153 71 y y n n y n y
44 67 174 67 n y n y y y n
33 67 203 60 n y n n n n n
34 67 169 53 n n n y y n y
59 67 172 68 n n n y n n y
57 68 191 45 n n n n y y y
57 58 129 61 y y n y n n y
41 68 205 65 y y n n n n y
51 64 158 50 n y n n n n n
53 68 211 63 n n n n n n n
43 65 114 61 n y n n y n n
25 69 168 43 y y y n n n n
51 72 202 71 y y y n n n n
50 68 140 48 y y n y y y y
43 65 183 61 y y n n n y n
39 68 138 60 n y y y n n n
45 71 188 51 n n n n n n n
60 68 177 57 y y n n n n n
43 72 226 42 y n n n n y y
36 69 197 69 n y n n n n y
56 69 217 50 n n n n n n n
46 68 193 55 n n n n y y y
41 66 132 68 n y n n n y n
48 63 176 69 y y n n n y y
46 71 218 52 y y n n n n n
37 66 132 66 n n y n n n n
40 65 149 63 n y n n y n n
49 71 238 52 n y n y n y y
54 69 206 57 n y n n n n y
41 64 168 46 y y n y n n n
50 73 185 52 y y n y n y y
46 62 114 59 y n n n n n n
50 67 201 49 y y n n n n n
27 63 134 61 n y y y n n n
43 68 174 73 n n y n y n y
45 66 191 45 n y n n n n n
47 68 196 52 y n y n y y y
45 67 161 56 n n n n n n n
49 79 245 73 y n n n n n n
48 68 194 53 y y n n y n n
28 72 168 68 n n n y y n n
53 71 228 55 n y n n y n n
55 68 206 77 n n n n y n y
52 70 212 51 n n n n n n n
26 72 237 49 y y n n n n n
54 66 161 70 n y n y n y n
38 68 200 43 n y n n y n n
56 67 201 79 n y n n n y n
34 71 221 50 n y n n n n n
56 69 206 71 n n n n n n n
34 67 190 43 n y n y y n n
49 74 256 73 n y n n y n y
48 68 150 47 y n n y n n n
35 68 183 50 n n n n n n n
40 75 244 53 y y n n n n n
40 68 164 70 y n n y n n y
45 76 260 72 n y n n y y y
41 73 193 51 y n n n y n n
37 68 198 66 y n y y n n n
52 65 160 70 y y n y n n y
39 66 142 59 y y n n n y n
36 69 225 70 y y y n n n n
38 62 159 59 y y n n y n y
52 68 214 70 y n n n n n n
55 67 162 69 y n y n y y n
47 68 195 48 y n n n n n n
34 67 208 45 n y n n n y y
45 67 177 50 n y n y n n y
38 72 202 61 n y n n n y n
46 65 183 55 n y y y n n n
44 72 187 57 n y n y y n y
34 64 171 75 y y n n n n n
54 68 149 50 y n n n y n n
51 68 164 71 y y n n n n n
37 63 165 61 n y y y y n n
46 73 227 75 n n y y n n n
49 63 148 51 y y n n n n n
50 72 162 58 y y y n y n n
38 69 165 54 n n n y n n y
45 71 210 57 n y y y n n n
47 66 161 67 y n y n n n y
45 65 189 75 n n n n y y y
47 72 203 60 y n n y n y n
45 70 169 51 y y y y y n y
38 70 196 48 n y y y n n y
55 66 158 72 y y y n n n y
44 68 183 49 n y n n y n n
42 73 163 59 y y y n y y n
71 65 179 54 y y n n n y n
43 66 163 68 y y n n n n n
44 68 218 77 n n n n y n y
49 64 182 57 n n y n n y n
48 73 237 62 n y y n n y n
50 69 218 76 y y n n n n y
50 69 203 73 y y y n n n n
52 66 161 76 n y y n n n y
65 68 183 53 y y y y n n y
56 71 175 70 y n n n n n n
40 68 213 60 n n n n n n n
37 68 165 53 n y n y n n y
42 68 138 65 n y n y n n n
58 66 169 65 y y n n n y n
33 66 141 66 y y n y n y n
43 68 196 71 n n n n n n n
40 68 177 71 n y y y n n y
37 66 142 51 y y y n y n n
46 64 140 69 y n n y n n n
47 66 186 41 n y n n n n n
45 74 237 63 n y n n y n n
50 67 140 49 n n n y n y n
41 66 186 46 n n n n n y y
42 67 179 61 n y n n n n y
55 71 231 50 y y n n n n n
35 69 225 66 y n n y n n n
56 66 149 70 y y y n n n y
61 64 184 62 y n n n n n n
42 65 183 57 n y y n n n n
55 60 156 44 y y n n n n n
49 69 130 57 n n y n y n n
36 67 198 57 n y n y y y n
51 68 204 74 n y n y n y n
36 75 236 57 y y y n y n n
50 70 216 70 y y n n n n n
39 70 140 53 n n y y n n n
57 67 198 57 n y n n n y y
35 68 163 70 n y y y n n n
53 68 184 82 y y y n n y y
50 69 190 46 y y n y n n y
40 69 139 64 n n n n y n n
36 70 185 73 n y n n n n n
33 65 122 55 n y y n n n y
55 73 214 45 y y n y y y n
47 68 183 54 y y y y n n y
41 61 132 45 y y n y n n n
32 67 167 66 y y y y n n y
45 77 277 55 y n n n y n y
46 68 174 55 y n n y y n y
27 68 199 49 n y n y n y y
46 68 170 66 y y n y n y n
37 66 158 50 y n n y n n y
55 71 180 74 y n y n y n y
41 68 145 68 n y n n n n n
48 69 181 56 n n n n n n n
40 60 128 56 y n n n n n n
49 73 222 74 n y n n y n y
45 67 161 75 n y y n n n y
42 68 208 73 n n n n y n n
43 78 229 48 n n n n n y n
40 67 187 67 y y n n y n y
46 64 140 64 n y y n n n n
52 71 201 66 n y n n n y n
37 64 175 58 y y y n n n y
31 68 173 56 n y n y n y n
41 73 168 62 n y n y y y n
42 68 210 46 y y n n n n n
42 68 210 68 y y n n y n y
33 72 163 67 n n n n n n n
38 77 219 50 y y n y n n n
47 68 201 50 y y n n n n y
54 72 227 50 n y n n n y y
40 60 131 58 y y y n y y n
49 68 162 44 n y n y n n n
43 65 168 73 y y n y n n n
65 69 188 58 y y n y y n y
41 68 175 60 n y y n n n n
24 72 232 50 y y n n n y y
50 68 161 50 n y y n n n n
56 66 167 73 y y y n n n y
48 65 168 55 n n n y n n y
52 69 165 54 n y n y n n y
53 69 185 50 y y n y n n y
36 63 129 50 y n n n n y y
44 65 186 65 n n y y y y n
49 68 198 75 y n n n n n n
36 68 171 72 n y n n n n y
40 72 162 67 n n y y y n y
42 68 172 60 n y y n y n n
44 69 176 74 n n n n n n n
61 75 203 70 n n y n n y n
43 67 194 62 n n n n y n y
47 66 150 76 n y y n y n y
50 76 222 67 y n n n y n y
44 66 191 73 y y n n y n y
43 68 216 68 n y n n y n y
51 67 194 49 y y y n n y y
54 73 186 70 y n y n n y y
38 66 185 49 n n n n n y y
52 70 221 65 y y n n y n y
37 65 161 42 y y n y n n y
45 70 205 67 y y n n n y n
53 72 204 65 n n y n n n y
46 72 208 68 n n n n n n n
24 65 163 69 y n y n n y y
42 70 148 58 n y y n y y n
51 61 171 55 n y n n y n y
37 63 172 67 n n n n n n n
50 65 185 49 y n n n n y y
43 61 138 54 n y n n n n n
41 63 164 56 y n n n n n n
39 65 158 59 n y n y y n y
36 67 203 50 y n n n n y y
34 68 162 50 y y n n n y n
40 63 114 61 n n n n n y n
54 65 152 48 n y n y y n n
48 63 144 45 y y y n n n n
48 67 185 67 y y y n n y n
50 66 155 50 n y n y y n y
51 68 192 72 n y n n n y n
49 68 176 63 y n y y n n n
66 76 189 64 y y y y y n n
32 64 145 69 n n y n n n y
62 67 157 56 n n n n n n n
42 67 161 50 y y n n n n n
45 66 172 67 y n n n n n n
32 63 178 65 y y n n n n y
40 61 104 64 y n n n n n n
44 69 189 50 y n n n n n n
57 71 174 59 y y n y n y n
44 73 199 70 y y y y n n y
53 70 227 49 n n n y n y y
30 68 197 59 n y n n n n n
39 68 159 75 n y n n n n n
45 69 184 67 y y y n n y y
33 64 168 66 y y n n y y n
45 69 188 69 y y y n n n n
59 70 183 69 y y n n y n n
40 66 189 52 n y n n n y y
50 71 179 48 y y n y n n y
54 67 177 46 n n n n y n n
37 66 166 57 n y y n y n n
32 70 137 62 n n y y y n y
33 64 190 48 y y n n n n n
43 69 179 58 y y n y y y y
54 69 174 57 n y y n n n y
41 67 211 74 y y n n n n n
52 68 131 58 n y y n n n n
49 66 183 66 y y n y n n n
45 66 141 52 y y y n y n n
33 68 209 48 y y n n n n n
31 67 211 52 n y y n y y y
40 62 120 45 y y y n n n y
54 72 227 47 n y n n n n n
50 61 145 58 n n y y y n n
42 72 155 49 y n n n n y n
41 72 187 54 y y n n n y n
36 68 210 70 n n n n n n y
32 69 188 70 n y n y n n n
37 65 189 72 y n n n n n y
51 69 167 47 n y n y n n n
41 68 175 74 n y y n n n y
43 71 219 73 y y n n y n y
44 66 118 55 n y y n y y n
41 68 198 44 n n n n n y y
45 68 204 68 y y y n n n n
54 57 143 67 y y n n n n n
25 68 182 48 y n n n y n n
33 65 136 61 y y n y y y n
40 70 175 64 y y n n n y n
58 66 164 58 y n y n n y n
45 71 216 42 n n n n y n n
38 70 185 51 y y n n n n n
47 66 159 38 n y n y n n y
51 70 193 72 y n n n n y n
46 69 186 66 n n y n n n n
56 67 136 60 y y n y y n n
41 61 113 56 n y y y n y n
37 71 220 51 n n n n n y n
43 65 167 64 y y y y n n y
63 69 199 59 y y n n y n n
49 67 165 49 y n n n n n n
45 66 193 55 y y n n n n n
28 68 204 62 n y n y y n y
44 68 173 69 n y n y y n y
32 72 243 51 n y n y y n y
50 61 131 63 n n n n n n n
45 67 188 50 y y y n y n n
39 60 123 53 n y n n n n n
44 65 149 70 y n n n n n n
46 73 202 71 n n n n n n n
46 67 201 64 y n n n y y n
43 69 155 54 n y n y n n n
57 65 163 61 n y y y n n n
32 62 163 56 y n n n n n n
41 65 190 44 n y n y y n n
46 68 143 53 y y y y n n n
51 61 116 57 y y y n y n n
51 71 178 69 y y y n n n y
47 72 199 57 y n n y n n y
35 69 181 76 n y n n n n y
51 69 219 76 n y n n n n n
37 68 214 51 y n y n n n n
50 64 177 62 y y n n n y y
42 70 218 54 n n n n n y y
63 67 173 53 n y n y n n y
40 69 136 63 n y y y n n n
62 71 233 71 y y n n y n y
47 71 236 60 n y y n n y n
40 71 193 70 y y n n n n n
40 67 186 72 n n n n n n n
39 75 267 52 n y n y n n n
46 66 195 79 y y n n y n y
53 65 181 60 y y n n n y y
32 68 146 54 n n n n n n n
48 68 184 72 y y n y n n n
44 67 158 55 y y n y n n y
43 71 218 59 n n n n n n n
44 66 153 70 n y n n n y n
51 68 163 64 y y n n n y n
48 68 194 50 y n n y n n n
45 66 202 49 n n n n y y y
41 64 147 51 n n y y n n y
32 69 207 70 y n n y y y y
35 68 193 55 n n n n n y n
43 65 146 52 n y n y y y n
38 72 200 67 y y n n y y n
51 67 166 73 y y n n n n y
53 64 146 77 n y y n y n y
47 65 184 68 y n n y y n y
53 75 237 70 y y y n n n n
44 69 188 59 n y y n n y n
50 65 191 47 y y n y y n n
30 68 201 53 n n y n y n n
52 67 195 73 n y n n n n n
50 76 234 68 y y y n n n n
44 73 213 51 n y n y n n y
39 65 189 50 n y n n n y y
41 65 149 79 y y n n n y n
40 66 153 52 n y n n n y n
38 67 174 51 n y n n n n n
37 69 214 48 n y y n n n y
36 73 223 66 n n n n y n y
42 73 241 71 y n n n n n n
47 61 153 52 n n n n n n n
49 68 177 49 y y n n n y y
50 77 238 55 y n n y n n y
44 68 177 67 y y y n n n y
42 69 180 46 n y n y n n y
50 63 182 70 n y n y n y n
46 75 243 48 n y n n n y y
43 61 128 49 n y n n n y y
50 69 198 50 n y n n y n n
43 68 140 62 n y y n n y n
50 64 178 61 y y n n n n n
65 68 129 73 n n n n n n y
55 73 214 47 y n n y n n y
47 65 160 70 y y y n y n y
39 66 159 45 y y n y n n y
37 73 200 42 n n n y n n y
45 72 207 46 n n n y n y n
48 74 257 69 n y n n n n n
43 62 178 45 y y n y n n y
34 67 186 58 y y n n n n n
40 64 185 60 y n n y n n n
51 68 175 63 y y n n n n n
56 74 221 57 y y n y n n n
44 63 163 50 n y n n n y y
39 71 164 61 n n y n n y n
45 66 187 68 y y n n y n y
21 70 188 53 y n y n n y n
29 66 198 47 y y y n n y y
58 75 214 47 n n n y n n y
53 63 165 73 y y n n n n n
51 68 169 65 y n n n n n n
60 65 198 76 n n n n n n n
41 66 192 58 n y y n n n n
31 68 213 78 n n n n y y y
40 69 166 57 y n y n n n y
59 68 167 41 y y n y n n y
48 68 175 79 y n y y n y y
48 67 164 49 y n n n n n n
40 68 203 46 n y n n n y y
38 65 155 57 y y y n n n n
42 68 184 79 y n n n n y n
39 68 163 70 n y y y n n y
63 58 119 47 y y n n y n n
42 70 153 64 y y n y n n n
51 67 190 47 y y n n n y y
38 68 169 67 n y n n n n n
46 70 190 69 n y n n n n n
36 64 151 49 y n n n n n y
28 63 141 69 n n n n n y n
52 63 174 69 y n y n n n n
49 66 190 52 y y n y n n n
53 68 183 67 y y n n y y n
47 63 110 65 y n y y n n n
32 68 216 52 n y n n n y y
48 60 98 56 y y n n y y n
43 69 191 56 y y y y n n y
37 69 166 78 n y n n n n n
45 63 114 50 n y n y n y y
42 69 175 54 n n n n n n n
55 63 114 48 n y n n n y y
44 65 119 72 y y y n n n y
49 67 145 57 y n n n n n n
51 72 155 50 y n n y n n y
49 65 123 61 n y n n y y n
58 64 157 51 n y y y n n y
45 71 148 58 n y n n y y n
43 68 161 50 y n n n n n n
47 66 196 55 y y n n n n n
51 68 205 70 n n n n y n y
39 68 208 80 y n n n y n y
40 72 217 50 y y y n n n n
51 72 191 54 n y n y n n y
42 70 159 68 n y y y y n n
40 72 189 65 n y y n n n y
42 66 192 52 y y n n y n y
45 62 106 54 n y y n n n n
43 66 170 76 n y n n n n n
37 67 164 71 y y y n n n n
46 68 170 63 n y n y n y n
50 61 128 50 y n n n n n n
45 63 125 60 n y n n n n n
35 71 220 45 y y y n n y n
51 68 216 50 y y n y n n n
